Comment,Rating
cục sạc tốt thiết kế bền đẹp dễ mang theo ai muốn sử dụng một cục sạc dự phòng thì mua cái này nhá,Positive
sạc giá mềm xài bền và êm mình rất hài lòng về sản phẩm này giá rẻ và bảo hành tốt,Positive
máy xài ổn định camera đẹp game full seting chạy vẫn ko lag nếu muốn xài vân tay ko nên dán cường lực vì sẽ ko ăn nên dán miếg thường thôi có điều pin tạm ổn ko trâu lắm dùng ổn định 1 5 ngày nếu ko chơi game chỉ vài fb wed phim nhưng đc cái sạc nhanh ko sai lầm khi đổi qua note 10 plus,Positive
vừa nhận sáng nay nguyên seal máy đẹp mượt mà chụp hình đêm ok pin có vẻ ổn hơn xr nhân viên đmx phục vụ tốt,Positive
khi nằm xoay cổ tay đồng hồ k sáng lúc được lúc k hơi thất vọng,Normal
mình vừa mua sản phẩm tai nghe rất êm kiểu dáng đẹp mắt nhỏ gọn bền và chắc chắn mình rất hài lòng về sản phẩm này,Positive
đáng tiền hơn 2 con pro với pro max màn hình ko bị rỗ như con xr trãi nghiệm tốt,Positive
sạc này có sạc nhanh mà cắm vô điện thoại samsung báo sạc chậm lâu lên pin xem thông số thấy có sạc nhanh mà làm thất vọng quá,Negative
chất lượng sang phẩm khá tệ vì mới dùng 2 tháng mà than máy đã có dấu hiệu bị tróc nhất là chỗ thẻ sim rõ nhất cho 3 vì cấu hình tốt,Normal
máy đẹp cấu hình mạnh cảm ứng mượt mà cầm trên tay khá gọn gàng vỏ máy bóng nên bạn nào mua cần trang bị ốp lưng có độ nhám tốt để cầm đỡ rơi rớt khui hộp mà mấy chị nhân viên xin chụp hình máy nữa chứ,Positive
sau 18 ngày sử dụng pin còn 26 sản phẩm tốt trong phân khúc bình dân tuyệt vời,Positive
mới xài máy được khoảng 2 ngày thấy rất ổn máy chạy ổn định khi sử dụng các tác vụ thông thường khởi động nhanh do xài ổ cứng ssd khá ổn cho công việc văn phòng không sử dụng nhiều phần mềm nặng,Positive
rất hài lòng với sản phẩm mới tậu em này và vô cùng hài lòng về chất lượng sản phẩm,Positive
màn hình rất đẹp và chắc chắn chơi game rất tốt không gặp vấn đề gì cấu hình rất tốt luôn nhìn rất cool ngầu,Positive
pin bị chai,Negative
pin dùng đến giờ tạm được màn hình vẫn chưa được mềm mại lắm khoá nhận diện khuôn mặt ok,Positive
sản phẩm chất lượng như quảng cáo mong sản phẩm sẽ bền theo thời gian tôi là người dùng khó tính,Positive
rất hài lòng về sản phẩm nhưng ko hài lòng vì màu sắc nếu có màu đen thì tốt rồi,Positive
sản phẩm rất tốt màn hình đẹp loa okie xài mượt pin trâu tuy nhiên chơi game nặng hơi giựt đối với mình thì quá ok trong tầm giá,Positive
mới cầm 40 triệu tiền lẻ vô tgdđ mua iphone 11 pro mã nhưng thái độ nhân viên phục vụ thì link xem https youtu be avd4ktk1buo,Positive
nv thân thiện nhiệt tình nhưng sạc hay bị nóng máy dùng khá tốt nhưng mình nghĩ nên lên luôn xs max cầm chắc tay,Positive
camera đẹp lắm game thì khỏi chê pin xài khi chơi game khá lâu sạc nhanh 1 tuần sử dụng thấy rất ổn còn về sau thì ko biết nhưng với thương hiệu samsung thì mình hoàn toàn tin tưởng,Positive
có tiền hốt liên máy ok ngon đẹp chíp mạnh cấu hình full hd quá tuyệt sẩm phẩm không chè vào đâu được,Positive
mình vừa nhận máy được vào hôm trải nghiệm máy rất nhạy nhanh hình thức máy đẹp camera k chê vào đâu được,Positive
mình mơi mua được nửa tháng nhưng không phải ở tgdd cảm giác tệ máy tụt pin nhanh được cái sạc cũng nhanh ứng dụng giải trí thì trải nghiệm tốt chỉ có 2 điểm chê là pin tuột nhanh và chơi liên quân rất tệ lag hơn cả cái a8 star cũ nữa mặc dù đã hạ cấu hình xuống thấp nhất nếu để trung binh là nghỉ chơi luôn đứng hình liên tục,Normal
khá thất vọng cục sạc này sạc quá chậm sạc 6 tiếng mới đầy điện thoại oppo a37,Negative
vài nhận xét cho ai định mua con này xạc pin nhanh dù sài sạc zin 10w sạc từ 24 lên 100 trong vòng 2 tiếng 20 p pin trâu xài 2 ngày quá dễ dàng độ sáng 40 50 là đủ sáng rồi thiết kế đẹp độ hoàn thiện cao loa đủ dùng max loa k rè bộ nhớ còn trống khoảng 47gb xài tác vụ thông thường fb zalo lướt web xem yt vọc vạch này kia ram luôn trống trên 1gb mình k chơi game điểm yếu màn fhd nhưng k đc đẹp lắm kiểu màu sắc quá nhạt kéo theo camera chụp hình cũng k đẹp quay video cũng k đẹp thua con nokia 5 cũ của mình tạm thời nhiêu đó có gì review sau,Positive
mua 18 01 2020 bản 256g 11 pro max qua sử dụng thấy e nó quá tuyệt vời tiền nào của đấy ko sai và iphone là số 1 mấy e nv tg di động hữu lũng quá nhiệt tình cute vcđ ai chê màn hình ám vàng là chưa biết tắt các chức năng đi nhé cầm trên tay mới thấy độ mượt ki máy nào có pin trâu bò sài lâu ko dùng nhiều thì đến 2 ngày good,Positive
quá đã tiền nào của đó nhé mấy bạn máy quá em nhân viên phục vụ quá nhiệt tình luôn cảm ơn thế giới di động,Positive
ban đầu mình thấy máy rất ok nhỏ gọn đẹp mượt mạnh nói chung rất là hài lòng nhưng khi mình phải down 1 số tài liệu thì một đống lỗi vặt xuất hiện tuy là chỉnh lại được nhưng một lúc lại nữa lỗi nhỏ nhưng rất phiền mình down xong thì bị cái lỗi khác tuy qtv đã hướng dẫn và sửa được nhưng lúc khởi động lại bị nữa lại phải sửa nữa bên cạnh đó thì pin sạc nhanh mà hết cũng nhanh nữa,Negative
mới lấy xong bắt sóng wifi quá tệ thua cả máy giá 3trieu bắt sóng 2 sim cũng quá tệ ngồi trong phòng có 2 cục sóng à mà cây phát sóng cách nhà chỉ 50m cảm ứng hơi hơi không nhạy lắm chắc đem trả lại đổi máy khác đắt tiền hơn quá quá lỡm,Negative
qua trải nghiệm máy khi mua được gần 1 tháng thì đối với nhân viên văn phòng như mình thì máy chạy khá là nhanh đặt biệt phần mở máy 5 8s là máy đã lên tóm lại máy này xài chất lượng trong tầm giá,Positive
khi xưa mi nh cu ng mua ha ng na y rô i thâ y châ t lươ ng tô t nên mua thêm ca i nư a vê du ng thư thâ y châ t lươ ng ok,Positive
mình vừa mua được 3 ngày xài thấy cũng ok nhưng chuông đt hay tin nhắn thì hơi nhỏ và cũng mau tuột pin,Normal
mình mới mua được một ngày pin và camera thì ổn nhưng tấc dộ bắt wifi kém hơn cả con f1s cũ của mình thất vọng ghê có ai có cách nào giúp wifi nhanh hơn không giúp mình với,Normal
máy mình mới mua chiều hôm 29 về sử dụng 2 ngày gọi video call thấy loa có vấn đề loa bị rè máy khá lag bình luận trên facebook 1 lúc thì phải nhấn 2 lần dấu cách nếu không thì chữsẽliềnnhaunhưvậynày việc này rất bất tiện và với giá gần 14tr thì quả thật là mình thấy không đáng không biết đem ra tiệm có được đổi máy khác không khi máy có vấn đề như vậy và có phải mất phí không vì đây là lỗi do máy tính,Negative
sản phẩm dùng rất tốt giá ok nhỏ gọn và đẹp nhân viên trong thegioididong tư vấn nhiệt tình chu đáo,Positive
đã đổi lại máy mới do bên hông bóp sim bóp vào như bị hở bây giờ cái mới cũng bị zay rat kho chịu,Positive
sản phẩm mạnh cấu hình tốt mượt khởi động tắt máy chưa tới 10s anh nhân viên điện máy xanh 16 nguyễn tất thành khối tân hòa phường tân an thành phố hội an tỉnh quảng nam tư vấn nhiệt tình vui tính chấm,Positive
máy nặng tay cấu hình k cao nhưng vẫn chơi đc liên quân loa nhỏ các tác vụ cơ bản fb zalo youtube ok pin 5k5 nhưng cũng bt ko trâu chắc tại màn 10 inch mua để cho phụ huynh chơi thì ok,Positive
nghe rất đã ạ nghe nhạc 8d thì nhạc chạy qua lại rất vui tai lên zoom nghe thử thì mic ít bị dính tạp âm,Positive
nói chung mua iphone xs khá ngon do mình thích máy nhỏ gọn dễ cầm và di chuyển nên mua xs thay vì xs max hiệu năng tốt pin đủ dùng từ 7h sáng đến hơn 5h chiều một tí camera khá ngon còn thiết kế thì khỏi chê,Positive
sản phẩm rất tốt xài mượt pin rất trâu nhân viên rất nhiệt tình và vui vẻ ko thể chê được,Positive
rắt tốt nha mọi người pin trâu đo nhịp tim với theo dõi giấc ngủ nữa có những ứng dụng tập thể dục rất hay nên mua,Positive
dù vốn trước giờ không thích oppo nhưng xài con này quá ngon đặc biệt là hơn hẳn s20 snap 865 hơn hẳn exynos của samsung mặt lưng cũng đẹp hơn hẳn,Positive
hiển thị sắc nét mình mua về dùng được một thời gian rồi mà chưa thấy bị xé hình,Positive
sạc dây nokia đầu nhỏ có màu sắc trang nhã đẹp mắt hơn nữa sạc còn có thiết kế nhỏ gọn cho vào balo túi xách đặt trên bàn học bàn làm việc không sợ chiếm nhiều diện tích sạc bền vừa túi tiền,Positive
sản phẩm này rất hay và có ý nghĩa ra rất tốt hài lòng chơi game rất là ok tôi rất tự hào về sản phẩm này nếu như có một cái để trải nghiệm thì hay biết mấy tôi mong muốn được một cái để trải nghiệm em không biết kết bộ chip xử lý của nó như thế nào ram thì chỉ có 4gb abay giá như lên được 6 g thì hay biết mấy tôi cần ăn về một bài viết đánh giá sản phẩm này này mong nhà sản xuất ra loại ram 6gb abay cho vmax trôi 4 này nhưng giá hữu nghị không quá cao,Positive
camera thì tốt chất,Positive
vừa đặt hàng cái thứ 3 chất lượng sản phẩm quá tuyệt vời nhân viên tư vấn và giao hàng tận tình,Positive
con tuf 27 này đỉnh thật sự chất lượng hình ảnh độ mượt và nhạy mình cảm thấy rất may mắn khi tìm được sản phẩm này của asus sẽ tiếp tục ủng hộ,Positive
mua hôm thứ 3 bên tgdd phạm hùng quận 8 chưa thử esim được nên đánh gia 1 sao khi mào sử dụng được esim thì mình đánh giá 2 sao,Negative
lấy máy lúc sáng mọi thứ ok bạn nhân viên gần nhà dễ thương còn phần sử dụng máy thì thời gian sẻ trả lời,Positive
sử dụng rất ok pubg chơi khỏi chê pin trâu nói chung rất ngon khỏi phải chê nhân viên nhiệt tình,Positive
sản phẩm đẹp nhiều tính năng hữu ích đặc biệt là định vị và nghe gọi bé nhà mình rất thích,Positive
đã mua hàng nhân dịp sale tại đmx lạc tấn anh shipper giao hàng nhanh pin dự phòng tốt giá sale còn 260k quá ổn,Positive
mới trải nghiệm được 1 tuần pin trâu chiến game cực phê màn hình nhỏ gọn đẹp nhân viên vui vẻ,Positive
đồng hồ nhìn đẹp sang trọng nữ đeo trên tay là ok samsung xài thì khỏi phải bàn cãi mà xài chung dòng điện thoại samsung thì kết nối mượt mà hơn giá rẻ phải chăng,Positive
sạc này sử dụng rất tốt các bạn ạ mình rất ưng chính sách bảo hành thật tuyệt vời,Positive
chip thì yếu màn chỉ full hd ko kháng nước mặt lưng nhựa mỗi cái cam 20 củ,Negative
máy trải nghiệm tuyệt vời nhanh chóng màn hình đẹp sạc pin cực nhanh âm thanh không chê được chơi game mượty,Positive
hàng vna thì ko còn phải bàn nữa rồi quá đẹp mấy em nhân viên thì cực kì dễ thương,Positive
chưa biết chất lượng thế nào nhưng bạn nhân viên tư vấn nhiệt tình quá dù mình hỏi rất nhiều cả về điện thoại và sạc dự phòng rất hài lòng về tgdd m sẽ ủng hộ dài,Positive
tai nghe nhỏ gọn tiện lợi đặt biệt rất cầm pin thoại và nghe nhạc rất rõ tuyệt vời,Positive
tôi hiện đang dùng sam sung s20 plus đổi từ samsung s7 edge khi hoàng hà mobile phối hợp samsung đổi máy cũ lên mới qua gần 2 tháng dùng ss20 gặp vấn đề 3 lần bị treo đơ máy ảnh chụp khá đẹp nhưng khi đưa ảnh chụp vào lưu trữ khá chậm và ko hơn gì con s7egd cũ của tôi là bao,Normal
mọi thứ đều ok hết chỉ có điều pin 4300 mà xuống nhanh quá mới mua sạc 2 lần mà thấy hao pin,Positive
pin trâu xài ok nghe gọi quá ổn và siêu đẹp có màn hình luôn hiển thị tặng 5 sao cho sản phẩm,Positive
mấy bạn kia nói loa to nên mua dienmayxanh ồn quá test loa không được mua về test loa nhỏ không ưng lắm màn hình trung bình camera có cho vui,Positive
sau 19 ngày sử dụng cảm thấy rất hài lòng chất lượng máy quá xuất sắc trên cả tuyệt vời pin ổn tầm 5 đến hơn 6 giờ liên tục tùy tác vụn trong mắt tôi note 10 vẫn là đỉnh nhất mặc dù đả ra đời note 20,Positive
không chơi gem máy không nhận cảm ứng bị đơ phải tắt nguần khuyên ko lên mua đã dùng 1 tháng chán quá rồi,Negative
mượt mà ít nóng,Positive
máy đẹp loa nghe to rỏ màn hình được chỉ có wifi là hơi yếu vào mạng chậm xem youtube chậm chung mạng với nhau mà máy khác vô rất nhanh nhân viên nhiệt tình ok,Positive
củ sạc này quá chán mình đã đổi tổng cộng 5 lần rồi nhưng vẫn vậy cứ dùng được một thời gian xong lại lỗi điện thoại mìn hỗ trợ sạc nhanh nhưng cứ dùng một thờ gian nó lại bị lỗi sạc chấp chờn ko vào và nhiều khi tự ngắt sạc có khi cả đêm ko đầy nổi cái pin điện thoại 3 000 rất thất vọng cái củ sạc này khuyên mọi người không nên mua cái này vì nó quá tệ,Negative
máy nhìn sang nhưng lag lòi ra mn kêu mượt chả thấy mượt chỗ nào cả thỉnh thoảng mình phải khởi động nguồn lại hối hận vì mua,Negative
quá tệ lỗi không phát nhạc khi tắt màn hình trên wep nhân viên hỗ trợ ko tốt rất quan ngại,Negative
sản phẩm không có gì để chê dùng các sản phẩm của apple và samsung đã quá nhiều rồi nên khi chuyển qua p40 pro cho cảm giác trải nghiệm khác hẳn sẽ vẫn ủng hộ huawei lâu dài,Positive
mới mua mới xài trong 1 buổi tối máy k mượt không nhanh không biết do mới nó còn chưa hoạt động trơn tru hay sao,Normal
tương đối tốt với tầm giá dùng nghe gọi chơi game chấp nhận được chụp hình đủ xài pin không trâu lắm,Positive
quá good camera sau quá đẹp nhiều bạn sợ hao pin riêng mình lại cảm thấy ko ban đầu sợ bao pin mình để màn hình 60hz nhưng sau chuyển lên 120hz trải nghiệm thì thấy củng ko hao pin là mấy nói chung ổn bù lại sạc rất nhanh chừng 30phút là đầy nếu sạc từ 15 20 quá ngon lành,Positive
máy thiết kế đẹp kim loại mát lạnh luôn mua về chủ yếu để xem phim nên cấu hình vậy là ổn rồi mình rất thích nhân viên tư vấn tận tình vui vẻ cám ơn các bạn tgdd,Positive
hối hận khi mua,Negative
tuyệt vời,Positive
sao em sạc cho con a7 2018 không lên pin vậy khi sạc thì vẫn nổi lên đang sạc pin nhưng sạc mãi không vào pin,Normal
máy rất ok chơi game lâu ít nóng vs chơi game cực mượt máy chuyên chơi game nói chung rất đáng đồng tiền,Positive
sản phẩm nghe rất rõ đeo vừa tai sử dụng được 11 tháng rồi không bị lỗi rất êm hài lòng,Positive
khi nha sa n xuâ t du ng chi nh sa ch lư a ga t va hu t ma u ngươ i du ng thi đây la ga i pha p tablet biê n tha nh laptop ma y mơ i mua 3 6 tr co n ba o ha nh 9 tha ng pin bi lô i a nh hươ ng la m vơ ma n hi nh thay chi nh ha ng 2 5 tr ba o ha nh 1 tha ng liê u thay vê pin lô i gây nư t ma n hi nh sau hơn 1 tha ng thi ti nh ra mua lenovo tab e 10 bă ng ipad 2019 3 6 2 5 tr x 2 lâ n 8 6 tr đu ng la hơi thâ t vo ng nhưng đa co gia i pha p da nh cho đô bo đi không sư a đc,Negative
khác biệt sang trọng chức năng hoàn hảo camera góc rộng tuyệt vời pin được lâu,Positive
cho mình hỏi sao nó cứ liên tục thông báo đòi nhập apple id cũ trên dthoai làm bực mình luôn á nhưng mình đã chuyển sang id mới apple watch cũng hiển thị id mới toàn bộ ứng dụng trên điện thoại đều được cập nhật mới hết luôn ngoài cái này ra thì s5 rất ok,Positive
sản phẩm sử dụng rất tiện lại có thể sạc được 3 máy 1 lúc dây làm rất bền và chắc chắn màu sắc sạch sẽ mình sẽ ủng hộ lâu dài,Positive
hiệu năng tốt nhưng pin quá tệ sạc pin lúc 6h sáng tới 2h chiều phải sạc lại,Normal
đã mua hôm nay rất ưng ý lại được giảm giá 10 triệu pmh 2 7 triệu nhân viên phục vụ tốt,Positive
màn hình quá đẹp đừng ai đem so với iphone nha mình so sánh rồi đẹp hơn iphone và samsung pin thì nói chung chưa dc trâu lắm nhưng vẫn dùng liên tiếp cả ngày mới hết cạn pin mà đã có sạc nhanh 30 phút đầy thì ko lo loa kép 1 cái trên 1 cái dưới âm thanh nghe rất hay màn 120hz mượt quá đáng có điều nếu bật thì hơi tốn pin nên để ở chế độ tự động chip snap thì game quá mượt đã test hết game liên quân pubg cod honkai impact ko hề tuột sóng lúc nào cũng đầy ko bị yếu sóng cảm ứng nhạy điểm yếu thì chỉ có về phần hệ điều hành color os có nhìu cái chưa bằng được của samsung nhưng mượt,Positive
con lap này mà có đèn les bàn phím thì em hốt liền tiếc là không có có thì hay bik mấy,Positive
mua đt từ ngày 28 8 xài đến hôm nay cũg đc gần 10n rồi e có số nhận xét như s nói chung là sẽ ổn áp về phần lớn nhưng pin thì tuột hơi nhanh hơn mình nghỉ nhưng bù lại có sạc nhanh nên cũng bù lại đc phần nào trong time sử dụng có đôi lúc bị đơ lúc cắm sạc thì đt bị nóng lên k biết mn có bị như em ko cam thì oppo vô đối rồi k phải bàn nhé kết luận dt này nếu các bạn mua vào dịp có lấy cũ đổi mới thêm trợ giá thì giá sẽ okey hơn chứ nếu mua vs giá hơn 8tr thì e nghỉ ko đáng để mua nhé,Positive
máy giá rẻ chạy android go mượt mà mua về xem phim facebook duyệt web khá ổn nhân viên điện máy xanh núi đèo thủy nguyên nhiệt tình,Positive
pin yếu,Negative
kết nối chậm ít ưng dụng hữu ích ko nói chuyện điện thoại được thất vọng thật sự,Negative
mua ở thế giới di động thật là tuyệt vời chăm sóc khách hàng chu đáo chế độ bảo hành thật tuyệt vời dù sac có cũ thế nào bị lỗi của hàng vẫn bảo hành đổi mới nhân viên thì rất nhiệt tình,Positive
ngon hình ảnh rõ nét chân thật chiến game nặng bao phê màn hình nhỏ gọn cầm nắm chắc tay pin khá trâu nói chung thích hợp với ai ưa hàng nhỏ d,Positive
sau khi updated ios 13 3 mặc dù dùng sạch chính hãng nhưng vừa sạc vừa dùng lại bị loạn cảm ứng dù trước khi updated mình xài rất mượt bây giờ thì máy nhanh nóng lại còn bị loạn cam ứng khi sạc,Normal
máy ngon cầm pin trâu chơi liên quân 10 tiếng mà còn 28 vãi thật lại còn mượt,Positive
quá thất vọng samsung gì má đánh liên quan lag không tưởng bắt wifi quá tệ không lẽ mua 2 ngày đem bán chứ,Negative
pin quá kém quảng cáo thì hơn note 10 mà thực tế dùng thì k bằng 2 3 note 10 1 tiếng tụt 10 pin khi chỉ xem 1 vài cái tin nhắn zalo để nói time sáng màn hình chắc đc 5p sai lầm,Normal
ko tải đc ứng dụng từ ch play máy yếu quá fp zalo ko tải đc nhìn mà cháng chẳng nói dc,Negative
mau hết pin và sạc lâu lên,Negative
sản phẩm ngon ko thấy giật lag pin trâu chế dộ ss dex rất tuyệt tiện lợi cho việc lưu chuyển dữa liệu từ điện thoại sang tablet,Positive
máy dùng ok không thể đòi hỏi hơn ở phân khúc dưới 3tr thích hợp cho trẻ em học tập và người sử dụng thông thường,Positive
máy hay bị loạn cảm ứng đơ nói chung là tệ mới mua được 3 ngày cuối tuần đem trả,Negative
quá ngon cho số tiền bỏ ra dự tính đợi 12 ra mua nhưng đợi lâu quá nên mua luôn pin thì phải nói trâu thật sự trước giờ sài iphone chỉ e ngại khoảng pin nhưng từ khi đổi qua con này thì quá là tuyệt vời nếu có tiền mọi người nên mua con này sài ít xuống máy ít rớt giá cấu hình này sài thoải mái thêm 3 4 năm nữa,Positive
sản phẩm tốt pin ổn tầm 1 ngày rưỡi hoặc 2 ngày thiết kế đẹp tính năng tuyệt vời rất đáng đồng tiền bát gạo,Positive
đả mua tại tgdđ nguyễn huệ tuy phước bình định nhân viên rất nhiệt tình nói chung là ok,Positive
máy dùng rất tốt thời lượng pin lâu chụp hình rất ổn chỉ tiếc là không có sạc nhanh,Positive
mọi thứ đều tốt màn hình đẹp sạc quá nhanh chip quá mạnh cảm ứng nhạy máy ok,Positive
vài ngày trải nghiệm rm7 thiết kế đẹp cầm chắc tay pin 5000 xài thoải mái còn được hỗ trợ sạc nhanh 30w chụp hình đẹp máy lướt êm xài lâu không bị nóng máy,Positive
sản phầm không như mong đợi,Negative
dùng note 8 quen rồi mua thêm cái này xài đúng buồn luôn bắt wifi yếu quá ưu điểm pin trâu đẹp cầm nặng tay sang nhược điểm bắt wifi kém màn hình ko nét lắm cái này ai thích nhìn mọi thứ sắc nét thì mới hơi không vừa ý chứ không thì thấy bình thường chụp hình chưa thử nghe nhạc thì loa nhỏ thật nhưng không s mình dùng tai nghe hoặc loa ngoài vừa bảo vệ loa máy luôn với tầm giá này thì nên mua còn đối với ai có nhiều hơn 5 triệu thì ráng thêm xí nữa mua loại khác tiền nào của nấy thôi,Positive
quá tệ dùng cái gì cũng bị out mặc dù đã xoá các app chạy ngầm không nên mua,Negative
máy có màn hình 8 độ hiển thị tương đối rõ nét loa ngoài lớn đọc báo xem phim lướt web facebook hay xem youtube đều ổn dung lượng pin 4 000mah ram 2gb rom 16gb giá bình dân 2 090 000đ lại được dán sẵn màn hình và được tặng kèm bao da đúng chuẩn của hãng nói chung là ok,Positive
đặt hàng 15 2 18 2 ra tgdd nhận hàng tin tưởng tgdd nên dù thấy hộp ko còn seal vẫn vui vẻ nhận hàng về nhà kt lại thì thấy trong đồng hồ có nhạc sẵn của ai đó dùng trước kiểm tra lại dây sạc thì có vết hằn đã sạc lên trang chủ huwei thì báo đã kích hoạt gần tháng 23 1 2020 quá thất vọng với tgdd,Negative
mới nhận sản phẩm xong nhân viên giao hàng đúng thời gian mẫu mã sản phẩm đẹp cầm rất chắc tay còn chất lượng phải dùng một thời gian mới đánh giá được,Positive
máy đúng như kỳ vọng nhanh mạnh mỏng và gọn nhẹ nhân viên giao hàng thân thiện nhiệt tình,Positive
tại sao khi sạc còn 10 tự nhiên tụt xuống 0 trong 2 3 phút là sao lần nào cũng vậy mặc dù sạc được mấy lần đầu từ khi mua,Negative
sản phẩm sạc vào điện thoại lên pin nhanh thiết kế mẫu mã đẹp giá cả hợp lý cám ơn đmx,Positive
máy ok lắm ạ do đây là lần đầu em sài nên em hong biết sửa lỗi sao nữa anh chị giúp em với ạ,Positive
mới mua đc 2 ngày trải nghiệm thấy pin tốt trâu hơn hy vọng chức năng đủ dùng trong tầm giá chơi game mượt liên quân max cấu hình vẫn ngon nói chung giá đó tôi vừa lòng,Positive
đã mua và sử dụng được 5 ngày nhưng chỉ sạc 4 lần pin trâu máy mượt màn hình nét và nói chung là đẹp toàn diện,Positive
hãng kidcare này dùng tốt trước mình đã mua cho con mình sử dụng rồi nhưng mã khác bây giờ mua thêm cái này cho cháu ứng dụng dễ sử dụng rõ ràng đồng hồ rất chắc chắn này sạc pin nên mình cũng không phải lo về thay pin,Positive
cho mình hỏi cáp xạc mới dc 1 tháng mà bị đen đầu ntn và lại xạc ko vào nếu bảo hành thì có dc đổi không chứ mới dc 1 tháng mà ntn thì buồn lắm,Negative
vừa mới mua hôm qua sau khi dùng thì thấy pin yếu rất là nhanh hết pin còn lại thì okkk,Positive
tôi mới mua oppo a93 sài rất tốt chụp hình rất đẹp cấu hình cao kèm theo đó có sạc nhanh,Positive
đồng hồ có thiết kế rất là cute dễ sử dụng mua tặng cháu gái mình ưng lắm nhân viên thế giới di động tư vấn rất nhiệt tình chu đáo còn lắp sim hướng dẫn từng tính năng cụ thể từ định vị nghe gọi chụp ảnh thiết lập danh bạ có một vài tính năng mới cần tư vấn chu đáo như này mình mới biết ah còn được tặng đồng hồ điện tử tiếc là chỉ có màu đen ko hợp với cháu gái nhà mình nên tặng cho bé khác cảm ơn bạn nhân viên dễ thương sẽ ủng hộ tgdđ dài dài,Positive
tôi mua chiếc samsung này thì thích sự tiện lợi như 1 chiếc máy tính nhỏ khi tìm hiểu mua thì mới biết samsung ko bán phụ kiện bàn phím mà tìm mua trên thị trường thì quá khó sản phẩm này tốt hơn thì samsung nên bán thêm phụ kiện bàn phim và báo đã,Positive
xài từ trước tết đến giờ công nhận đáng đồng tiền máy mạnh đẹp pin trâu nói túm lại quá xứng đáng khi mua ẻm này thêm điểm cho nv của tgdd ngay bùng binh phú lâm kinh dương vương q6 vì tư vấn nhiệt tình nói chuyện dễ thương từ a quản lý tới mấy bạn bán hàng đều nhiệt tình,Positive
mới lấy xong hôm qua 3 4 2020 mọi thứ đều tuyệt vời đã cập nhật lên bản mới nhất mình gặp 1 vấn đề là thanh điều hướng đôi lúc bấm vài lần mới nhận hiện tại vẫn đang bị như vậy nếu thời gian nữa vậy bị mình sẽ ra tgdđ xem ntn và đổi được không,Positive
máy dùng rất ok ss a luôn có mẫu mới tôi đag mog chờ a42 vs a41 m51 hy vọg sẽ tốt đẹp,Positive
mới mua hồi tối mình cảm thấy sản phẩm mà hình đẹp game mượt pin ok có điều bắt song 4g hơi kém dù mình đang ở tp,Positive
màn đẹp pin max trâu cầm vừa tay best chơi game xem youtube hay làm gì cũng good cấu hình max phê,Positive
