Comment,Rating
"Sản phẩm tuyệt vời Thiết kế đẹp Tinh tế, pin trâu , mổi người tùy sở thích không xài thì để người ta mua đừng có chê bai thậm thế mấy thánh, nhiều khi mấy thánh chưa mua điện thoại mà đã nhảy vô chê rồi , làm hoan mang những người khác , thiệt
Là ăn không được phá cho hôi đây mà",5/5
Phải công nhận là mượt ! Mỗi tội điều ko tránh khỏi là pin quá yếu ! Dùng rất nhanh nóng máy mặc dù ở trong phòng bật điều hoà ! Như kiểu sắp nổ ý! Ai có ý định mua để chơi game thì nên bỏ ! Máy rất nhanh nóng khi chơi game nặng !,3/5
Máy cấu hình mạnh...năm nay chip exynos tối ưu hóa tốt hơn s20+ pin trâu tôi xài gần 2 ngày mới sạc pin...hiệu năng thì ko còn j để chê,5/5
Quá ngon cho số tiền bỏ ra dự tính đợi IP12 ra mua nhưng đợi lâu quá nên mua luôn pin thì phải nói trâu thật sự trước giờ sài IP chỉ e ngại khoảng pin nhưng từ khi đổi qua con này thì quá là tuyệt vời nếu có tiền mọi người nên mua con này sài ít xuống máy ít rớt giá cấu hình này sài thoải mái thêm 3-4 năm nữa😍😍😍😍,5/5
"Máy pin rất trâu, cấu hình rất mượt, chơi game không cảm giác giật gì cả. Mọi thứ Ok cho 5 sao",5/5
"Hiệu nămg thì ổn mà dung lượng pin xuống chóng mặt, mua từ t2 cho tới giờ giảm hơn 10% pin, thời gian sử dụng cũng bị rút ngắn đi nhiều",3/5
Điên thoại chuẩn. Chuân bị đổi cái mới . Mới xài chưa tuần mà đổi mới 1 lần rồi. Giờ chuân bị đôi lần nữa kkk. Nô chung đông này xài ngon mượt,5/5
SỬ DỤNG RẤT OK,5/5
Sản phẩm không có gì để chê. Dùng các sản phẩm của Apple và Samsung đã quá nhiều rồi nên khi chuyển qua P40 Pro cho cảm giác trải nghiệm khác hẳn. Sẽ vẫn ủng hộ Huawei lâu dài.,5/5
"Rất tốt, nhân viên nhiệt tình lắm, lấy máy chiều hôm qua,toi về nhìn thấy vết sướt, sáng qua đoi máy khác ngay, nhân viên 333 hoàng liên sơn ,lao Cai.",4/5
"Lần đầu tiên mình xài Samsung và đã mua con máy này 1 tháng 10 ngày , nói chung tất cả đều ổn , êm mượt ",5/5
"Nói chung Note20Ultra không gì bàn cãi, 5 sao nhân viên tư vấn nhiệt tình thân thiện chăm sóc khách hàng tốt",5/5
"Đã được hỗ trợ, sản phẩm dùng tốt, pin trâu, đã dùng tốt hơn rất nhìu cảm ơn Tgdd. Note20 xài okkk lắm mọi người ơi, mình từ Iphone XS Max chuyển sang.",5/5
"Lướt quá đã, xứng đáng đồng tiền bỏ ra. Camera chụp sắc nét thật.tuyệt vời cho 1 sản phẩm 30tr",5/5
Nhận máy hơn 2 tuần.. mọi thứ đều ổn.. mượt. Xuất sắc luôn... trước xài iphone chuyển qua N20 ultra lướt sướng luôn áh,5/5
"Siêu phẩm!!! Nhân viên online tư vấn nhiệt tình. Mình mua online giao tận nơi rất uy tín . Máy sử dụng rất tốt. N20 untra đúng là ấn tượng pin RẤT XỊN (mấy má bật full màn hình, full tốt độ 120 rồi la hao pin vãi thật). Màn hình xuất sắc . Nhu vay thì ok rồi cảm ơn ad.",5/5
Mình vừa lấy ss note 20 ultra đc 3 ngày. Tất cả đều ok. Riêng phần chức năng chụp ảnh mình rất thất vọng. Mih là ng chụp cận cảnh rất nhìu mà từ khi dùng ss note 20 ultra là k chụp đc gì cả. Hình ảnh bị nhòe. Dung chức năng zoom tầm 15p thì máy rất rất là nóng. Chụp ảnh còn thua cả ss note 10 plus mình xài trc kia. Mong bên Samsung sẽ có biện pháp hoặc trả lời ra sao.,2/5
"Đã mua bản 255gb. Nói chung dùng tuyệt vời. 
Mỗi tội mua kính cường lực của thêgioididong hai lần mà chỉ được hai ngày, lỡ rơi cái là bể kính. Chỉ rơi một lần ko quá mạnh là bể kính luôn. Thể mà ko được bảo hành. Hic. Quá tệ. Nên khuyên chân thành ko nên mua miếng dán cường lực ở thegioididong. ",5/5
"Iphone 11 pro sài rất là ok .tôi đã sài trải nghiệm 11 ngày ..nhưng bây giờ mình muốn lên 11 Pro Max nên mình ra lại con máy 11 Pro của mình.
Tình trạng Pin còn 100% máy còn nguyên như mới k trầy xước gì cả có ai quan tâm thì bấm ",5/5
Sau 7 tháng mình xài máy chạy rất ổn định. Dung lượng pin tối đa vẫn 100%. Camera trước chụp ko dc đẹp lắm,4/5
"Ngon thật, không có gì để phàn nàn, thiết kế đơn giản, không quá cầu kỳ, màn hình sexy, Cam khá ngon, mượt mà thì khỏi bàn với Oneplus.",5/5
"Đã xài 1 tháng  nên giờ mới đánh giá xíu , Pin ổn , để chế độ màu đẹp nhất , mượt nhất nói chung là cao nhấ trong 1 tháng qua + chơi game vừa phải và nghe nhạc nữa thì trung bình 1 ,5 ngày mới phải sạc 1 lần , sạc nhanh ko dây (quà kèm theo đó) khoang 50_ 60 phút max pin . phụ kiện tai nghe kèm theo ok nhé  , khá là tiện tự kết nối khi mở nam châm ra nhé , pin tai nghe khá trâu nhé ,dây đeo qua cổ ổn vì tự co lại theo vòng cổ . Về trải nghiệm máy thì khá thoải mái dùng lâu không mỏi mắt , nhạy , không lag không đơ nói chung là OK ( vì xài 1 tháng chưa thấy hiên tượng gì hết ) .chụp ảnh thì ổn ( với mình thôi nhé , vì không quá cầu kỳ món này ) . chỉ không khoái cái màn hình cong thôi , hơi sexy . không phải dân chuyên nghiệp nên đánh giá theo dân thường dùng và cảm nhận thôi nhé ^^ ! ",5/5
Sản phẩm quá tuyet vời chả có j phải nói nữa . Nó quá tuyệt . Khoái bộ sạc kh dây có quạt tản nhiệt ngon vãi . Tay nghe thi quá ok lun . Dt thi chuẩn cao cấp lun . Kết luận la quá tuyệt.  Se la fan của one plus trong tươbg lai,5/5
"Đang sài iphone 11 mà thấy con này đẹp quá nên mua luôn, chẳng biết ngon hay ko nhưng mà đẹp là phải mua, máy quá đẹp",5/5
"Sau 19 ngày sử dụng cảm thấy rất hài lòng, chất lượng máy quá xuất sắc, trên cả tuyệt vời, pin ổn tầm 5 đến hơn 6 giờ liên tục tùy tác vụn trong mắt tôi note 10+ vẫn là đỉnh nhất mặc dù đả ra đời note 20",5/5
"Lần đầu tiên sài dòng note 10plus của samsung. Ko điểm gì để chê. Chỉ có điều Pin ở mức ổn, đủ dùng ko trâu như mấy ông riview ",5/5
"Thiết kế quá đẹp, cấu hình tốt. Từ hồi ra mắt P30 mình đã có dự định hốt huawei rùi. Quả nhiên nếu Huawei không bị ngáng chân chắc chắn số 1 về thị trường Android từ năm 2019.",5/5
"Thiết kế quá đẹp, Huawei luôn dẫn đầu về thiết kế, chỉ nhìn một lần đã thấy hút mắt. Qúa đẹp.",5/5
"Màn hình quá đẹp, đừng ai đem so với iphone nha, mình so sánh rồi đẹp hơn iphone và samsung. Pin thì nói chung chưa dc trâu lắm, nhưng vẫn dùng liên tiếp cả ngày mới hết cạn pin. Mà đã có sạc nhanh 30 phút đầy thì ko lo. Loa kép 1 cái trên 1 cái dưới âm thanh nghe rất hay. Màn 120hz mượt quá đáng, có điều nếu bật thì hơi tốn pin nên để ở chế độ tự động . Chip snap thì game quá mượt, đã test hết game liên quân, Pubg, Cod, Honkai impact, ko hề tuột. Sóng lúc nào cũng đầy ko bị yếu sóng.  Cảm ứng nhạy. Điểm yếu thì chỉ có về phần hệ điều hành color os có nhìu cái chưa bằng được của samsung nhưng mượt.",5/5
"Vivo lên đôi rồi đắt hơn cả iPhone
Chip tâm chúng mà giá trên troi cha có gì đột pha chụp ảnh ừ có bằng iPhone ko",1/5
Chip thì yếu. Màn chỉ full hd+ . ko kháng nước. Mặt lưng nhựa .  mỗi cái cam 20 củ :))),1/5
Tuyệt vời xem youtube lướt web nhanh chụp ảnh đẹp pin dùng ok trong khoảng 1 ngày mọi thứ đều tạm ổn,5/5
Dùng iPhone 8 năm rồi nhưng qua samsung cảm thấy mọi thứ đều tuyệt vời không bị tù túng ức chế nhiều cái như iPhone. Không muốn quay lại iPhone nữa,5/5
"Đã mua và đang xài bản xách tay Hồng Kông,Chip Snapdragon. Pin k trâu bằng Note 10+ N9760. Nhưng xài trên 1 ngày là ok rồi. Rất hài lòng.",5/5
Tgdd tôi không còn tin tưởng nữa rồi một hệ thống bán lẻ điện thoại lớn nhất vn tôi mới mua tại cửa hàng số 473 đường Kính Dương Vương làm tôi quá thất vọng cảm giấc như mình bị lừa thất vọng vô cùng luôn chắc phải chuyển qua hệ thống khác thôi,1/5
Nhìn chip là đã k thích rồi...chíp chán giá thì quá cao..tôi dùng 4 đời samsung và sau lại quay lại iphone,3/5
"Máy Note20 chụp hình đẹp, màn hình theo mình thấy rất tuyệt vời. Pin dùng trâu bò cả ngày. Nói chung đáng mua trong tầm giá sau khuyến mãi.",5/5
"máy nhẹ cầm vừa tay chức năng mọi thứ đều ok, chụp hình đẹp ,pin ổn sử dụng tới tối cuối ngày còn 25% ",5/5
Mình đã lên đời note 20 sau hơn 1 tuần sử dụng mình thấy sản phẩm chạy rất tốt về mọi mặt nổi chội nhất là dùng cho những ứng dụng dân văn phòng thì dòng note này phải nói tuyệt vời chỉ tiếc k đủ tiền lên note utra thôi,5/5
Hài lòng về sản phẩm. Mọi thứ đêu rât tốt nghe nhạc xem phim chơi game âm thanh to và hay,5/5
"Mới mua hơn một tuần tại ĐMX . Trải nghiệm sản phẩm sau một thời gian, mình cảm thấy mọi thứ đều rất OK. Hình ảnh đẹp, pin thì trâu bò, chơi game rất mượt, chụp ảnh ban đêm thì rất đẹp, dung lượng lớn lưu trữ rất thoải mái, nhân viên thì nhiệt tình . không hể chê vào đâu được, mọi người nên rinh cho mình một em để trải nghiệm. ",5/5
"Xứng đáng bỏ từng ấy tiền ra. Chẳng chê đc cái gì, nghe gọ,i nhắn tin, đọc báo, xem phim, chơi game, nghe nhạc, chụp ảnh, thiết kế đều tốt",5/5
"Mua 1 tuần lỗi đang gọi tắt nguồn lúc bị lúc ko,pin 3 4% tắt nguồn ln,pin yếu quá .kĩ thuật kiễm tra cài phần mềm cong vẫn vậy.mua thì dễ đổi hàng thì khó.
Thất vọng điện máy xanh Hồ Học Lãm phường an lạc. Bình Tân.",1/5
điện thoại đẹp....cầm nắm chắc tay .kích thước nhỏ gọn .camera chụp hình đẹp.........nhân viên tggd 358 lê văn việt rất nhiệt tình,5/5
Sản phẩm tốt. Pin khoẻ. Quá tuyệt vời. Chắc best trong tầm giá rồi. Đã mua và sử dụng hơn 4 tháng,5/5
"Iphone của apple thì k chê được rồi chê mỗi pin của iphone thì tất cả đều dung lượng thấp và từ iphonex không còn cảm biến vân tay nếu kết hợp cả vân tay và face id Và nâng thêm dung lượng pin thì hoàn hảo android không bao giờ theo kịp kk
Ảnh mÌnh chụp thử nghiệm thôi nhé",5/5
"Mới mua chưa đc 1 tháng tụt 2% pin.chỉ nghe gọi,thỉnh thoảng youtube.còn lại ok.",3/5
Con này đỉnh cao đấy. Sử dụng k phải nghĩ. Hdh tối giản nên rất nhanh mỗi tội là vì tối giản quá nên k phục vụ công việc đc,5/5
"Máy sử dụng gần 1 tháng quá tuyệt vời. 2 ngày đầu tiên đt hao pin kinh khủng xài mới 6 tiếng, on screen 4 tiếng là đã hết. Tuy nhiên sau khoảng 1 tuần thì thời gian on screen được khoảng 8 tiếng, xài gần 20 tiếng còn 10% pin lúc này mình cắm sạc.

Camera tuyệt đẹp khỏi chê, có lỡ tay làm rớt vài lần từ giường xuống đất nhưng vẫn ngon ơ bóng bẫy. Những trải nghiệm khác cũng cực kì mượt mà và thoải mái.

Mua được con này với giá giảm còn 15,990,000 là quá hời rồi ^^",5/5
"Ko có Google play game thì cũng khó chịu.mình thử tải Google play game về nó buộc đóng và ko thể tham gia game hoặc tài khoản gmail để cập nhật dữ liệu trò chơi.camera đẹp,máy đẹp đáng buồn ",1/5
Sản phẩm quá tuyệt vời.ko còn gì để mà chê.,5/5
"Giá 20 triệu mà màn hình FHD+ 
Con chíp 765G 
Như vậy là quá đắt rồi...với mức giá này thid mua samsung S20 dùng sẽ tốt gơn hoặc iphone XS mới dùng chất lượng hơn nhiều",2/5
"Cấu bình như này giá 20tr chắc dành tặng cho nhân viên ViVo sài , chứ giá như này thà mua mấy con Mi 10pro ss còn tốt hơn ^^",1/5
Mặt lưng nhựa giả kính .cấu hình các thứ không thể bằng iPhone 11 hay Samsung Note 10+ mà giá lên trời. Mọi người nên cân nhắc so sánh. Một điểm trừ nữa là k hỗ trợ thẻ nhớ nhé.,1/5
"Camera đẹp lắm . Game thì khỏi chê . Pin xài khi chơi game khá lâu sạc nhanh . 1 tuần sử dụng thấy rất ổn còn về sau thì ko biết nhưng với thương hiệu samsung thì mình hoàn toàn tin tưởng .

",5/5
"Cảm ứng nhạy . camera và màn hình rất đẹp . spen hỗ trợ tối da trong c việc văn phonh

",5/5
Còn này quá đẹp và thiết kế chi tiết sắc nét.chắc phải làm em này luôn và ngay thôi.,5/5
"Moi mua ở TGDĐ 2ngày chưa dùng nhiều nên ko đánh giá được gi nói chung mày sài tạm ổn, nhân viên tư vẫn rất nhiệt tình, chu đáo ",4/5
"Pin quá kém. Quảng cáo thì hơn note 10 mà thực tế dùng thì k bằng 2/3 note 10. 1 tiếng tụt 10% pin khi chỉ xem 1 vài cái tin nhắn zalo, để nói time sáng màn hình chắc đc 5p. Sai lầm ",3/5
"Quá hài lòng về sản phẩm iphone 11 pro 64G 
Hài lòng với nhân viên tư vấn và cách phục vụ ở thế giới di động 161 Lê Văn Việt Quận 9 .
Còn trải nghiệm lâu dài thì để từ từ mình đánh giá lại sau trước tiên cho 5 sao đã ",5/5
Quá tuyệt vời. Noi chung qua muon cho 1 điêu hành góc. Ai chua trải nghiêm thi ra quât 1 em vê ma trải nghiêm nhé,5/5
"Chơi game rất mượt, Sạt pin nhanh chỉ 55 phút từ 20% đến 100%. Cách thức trao sản phẩm bằng hộp quà rất ấn tượng. Nói chung sản phẩm này sử dụng rất ngon cho đến hiện tại. Còn nữa các em nhân viên tư vấn rất nhiệt tình.",5/5
"Ngon lành, mượt.
Màn 120hz, Hệ điều hành của oneplus thì khỏi bàn rồi, cam con này được cải thiện hơn các thế hệ trước đó chụp đẹp, loa to nghe phê nha. 
Quà tặng kèm chất lượng. 
",5/5
Máy đẹp pin trâu chụp hình cực xịn zom tốt sài siêu thích. Sẽ tiếp tục ủng hộ samsung,5/5
"Xài máy được 1 tuần máy thiết kế đẹp , pin trâu cực , lướt web , chơi game cực đã 5 sao cho s20+",5/5
"sản phẩm sử dụng rất tốt, nhân viên tư vấn nhiệt tình, chu đáo, mua hàng online giảm giá rất rẻ
",5/5
"Sau hơn 1 tuần trải nghiệm và sử dụng . Thấy máy khá ok . Ổn . Mượt , không có gì có thể làm chậm hay làm khó với con chip A12 bionic . Chụp ảnh đẹp. Và tiện lợi hơn là sử dụng 2 sim sóng sánh rất ok. ",4/5
"Sản phẩm OK. Trải nghiệm tuyệt vời. Các tác vụ rất hoàn hảo. Nhanh, mượt đúng một flagship. Mình sẽ giới thiệu cho nhiều người. ",5/5
"Máy quá đẹp, màn hình quá đẹp, pin trâu, cấu hình quá mạnh, dùng phải nói là cực thích. Đổi Note 10 để lấy S20+ là sự lựa chọn sáng suốt.",5/5
"Máy bao mượt , mình tin các bạn mua máy nè sẽ phải hài lòng , cầm nắm chắc chắn , màn hình đẹp chơi game cực đỉnh ",5/5
"Mình mua máy được 10 ngày, trước đó dùng s8+, ngoại trừ màn hình to hơn (chứ k hẳn là nét hơn) + camera có góc chụp rộng/zoom gần tốt hơn + loa to hơn chứ k cũng hay hơn là mấy thì tất cả đều khiến mình thất vọng. Pin sụt rất nhanh, sạc đầy 100%, k làm gì cả qua 30p sụt 2%. Máy nhanh nóng, đặc biệt khi sạc cũng nóng. Camera xấu, nhất là selfie. Cảm ứng màn hình chậm và nhận diện vân tay kém. Sạc dù ghi là siêu nhanh nhưng để cùng với s8+ so sánh thời gian thì như nhau??? Nói chung mình là người chỉ sử dụng nhu cầu cơ bản thì mình thấy thất vọng. Chẳng lẽ sau mấy năm máy samsung đã k tiến bộ hơn còn kém đi?",2/5
Mọi thứ tương đối tốt nhung pin nhanh tụt chụp hình xấu tầm giá này z là ko ổn lắm,4/5
Điện thoại giá cao mà quay phim xấu tệ ko thể nao dien tả chụp hinh cung xấu. Màu cứ ám đen. Vàng vàng,3/5
"Sau 10 ngày dùng có 1 vài nhận xét 
- Hiệu năng : công việc rất ổn Word , excel , point rất ok 
- đa nhiệm thường dùng khoảng 5-8 ứng dụng và từ sáng đến chiều cũng không phải load lại 
- thời lượng pin làm việc thường xuyên từ sáng 6h - 18h chiều vẫn còn khoảng 35% Pin . và thường thì chỉ sạc trong khoảng 1h20p là đầy với sạc kèm máy . máy cũng không có cảm giác nóng
Về kết nối thì khá là ổn định ở cả 2 băng tần wifi 2.4 và 5g . tuy nhiên kết nối di động không được bằng đời note 5 và FE .
Về camera tuy có phần hơi ảo tuy nhiên vẫn ổn hơn các dòng máy khác . 
Về âm thanh do có hỗ trợ của dolby atmos nên rất hay kể cả tai nghe hay loa ngoài .
Về sPen thì cây bút cầm có cảm giác trơn trượt hơn so với các dòng note trước và phần đầu bút có cảm giác hơi rít nhưng cơ bản vẫn trong khoảng chấp nhận được .
Còn về các phụ kiện đi kèm thì cơ bản là mình không dùng đến nên chưa có nx . đây là ý kiến cá nhân mình sau 10 ngày sử dụng",5/5
"Đã lấy sáng qua. Người đầu tiên lấy máy luôn. Nhân viên hỗ trợ tuyệt vời.
Bỏ khoản giảm 3tr lấy cái tai nghe. Cũng đáng tiền đáng gạo.
Mới 1 ngày chưa có gì để đánh giá về máy. Nhưng nói chung kiểu dáng thì ok. Pin tạm ổn.
Duy nhất 1 điều: 
Trước dùng C9pro chạy karaoke Now thu âm rất tốt
Còn Ikara thì thu âm và nghe trực tiếp qua mic cũng ngon.
Mà riêng em này thu âm chán, mặc dù cùng 1 tài khoản kara đăng nhập trên 2 máy.
Riêng IKARA THÌ KO DÙNG ĐC. thu âm rất bé dù là tai nghe dây theo máy hay tai nghe galaxy buds chính hãng. Thu âm nghe trực tiếp qua mic thì bị chậm. Phần mềm báo thiết bị của bạn không hỗ trợ nghe trực tiếp. Mà con C9pro thì thu âm rất ngon.",4/5
"Máy đẹp, mọi thứ điều ok, sp xịn quá mua ở TGDĐ là yên tâm nhất, mua máy thứ 2 tại đây rồi .",5/5
"Phục vụ tận tình, chu đáo, máy dùng tốt, thêm chương trình giảm giá nữa quá tuyệt vời. Phải vào đánh giá ngay",5/5
"Đã mua và sử dụng,máy mượt,pin trâu,camera ổn,nhân viên tgdd 340-342 Võ Văn Ngân, Thủ Đức tuyệt vời nhất là bạn quản lý nữ tên Linh đã trực tiếp hỗ trợ mình làm mình cảm thấy cực kỳ hài lòng,cảm ơn bạn rất nhiều,sẽ tiếp tục ủng hộ tgdd trong thời gian tới",5/5
"Quá đỉnh, quá tuyệt vời, chụp hình super đẹp, nhất là ban đêm, mọi tác vụ quá êm. Quá hài lòng",5/5
"Iphone 11 pro sài rất là ok .tôi đã sài trải nghiệm 11 ngày ..nhưng bây giờ mình muốn lên 11 Pro Max nên mình ra lại con máy 11 Pro của mình.
Tình trạng Pin còn 100% máy còn nguyên như mới k trầy xước gì cả có ai quan tâm thì bấm ",5/5
"Dây sạc rất nhanh và tiện lợi, chất lượng tốt, ổn định vầ cách phục vụ nhân viên rất tốt",5/5
"Sản phẩm chất lượng, sạc ổn định, chính sách bảo hành tốt, nhân viên phục vụ nhiệt tình",5/5
Sản phẩm sử dụng sạc nhanh cường độ dòng điện tốt tốc độ sạc nhanh hơn cả sự mong đợi OK và rất tuyệt vời,5/5
Sản phẩm sử dụng OK không có bị kén chọn sản phẩm nào hết cả sạc máy nào cũng vô pin hết cả không có lỗi hay gặp vấn đề gì cả,5/5
"Quá đẹp , chụp ảnh sắc nét , mượt, pin tốt chất lượng , nhân viên nhiệt tình, tận tâm...",5/5
Mua được 2 tháng sài rất ok...nhỏ gọn thích hợp cho bạn nữ nào thích sự nhỏ nhắn xinh xắn...rất tiếc giờ lại ko bán xs nữa,5/5
"Sử dụng được 8 tháng, chai 7%pin. Dùng rất tốt , mua lúc nó còn giá 27tr999 nhưng giờ thấy sản phẩm bị tụt giá mà buồn ghê gớm",5/5
Mua chưa được 2 tháng pin còn 96%. Hizza mười 17 củ mà cùi quá. Sài một năm chắc bỏ luôn quá,1/5
"Sản phẩm tuyệt vời,mỗi tội màn hình cong mình không thích lắm,,,,,,,,,,,,,,,,,,,",5/5
"Máy xài ngon nhất trong thế giới android mà mình biết, sẽ giới thiệu cho bạn bè mua,quá đáng đồng tiền bát gạo",5/5
"Máy thường có lỗi màn đen, chỉnh sáng thấp bị ám xanh lá. Nên cân nhắc với oppo find x2",3/5
Vừa mua 16490 mà giờ đã 15990 rồi. Máy rất đẹp dùng thì siêu mượt. Tai nghe rất phê cho luôn 5 sao nhé ss,5/5
"Mình đang dùng iphone 11 mà thấy samsung note 10+ này đẹp quá nên phải mua luôn, máy quá đẹp, 100đ, hiệu năng thì chưa biết như thế nào nhưng mà đẹp, cảm thấy đẹp nhất trong tất cả các loại máy",5/5
Tuyệt Vời pin bền hiệu năng cao nói chung la tốt có tiền làm con Ultra thì tuyệt vời hơn,5/5
Bỏ 20tr ra mua note 20 ma sài hay bị treo man hình quá bực bội. Mới mua dc 1 tuần chứ nhiêu. Phần mêm hay game thì ko cai dat gi thêm.,1/5
"Mình upgrade từ Iphone X lên Note20 được trợ giá 5 triệu. Sản phẩm xài 1 tuần thì thấy tuyệt vời vì máy quá mượt, màu đẹp, chụp ảnh đêm siêu siêu đẹppppppppppppp, tuy nhiên giá TGDD hơi nhỉnh hơn but chất lượng phục vụ rất hài lòng. Sẽ quay lại ủng hộ TGDD và Samsung",5/5
"sang xịn mịn , không thể không khen được , chờ iphone 12 ra thì mua tiếp :))))))",5/5
"Sản phẩm tốt chất lượng, dịch vụ tuyệt vời
Camera rất sáng... nhân viên lịch sự và nhiệt tình",5/5
"Sản phẩm đẹp,tiết là ko có video đi kèm để khách nhìn rõ hơn,nên cũng khó chọn,ko biết kim rốn góc 6h có hoạt động ko?",5/5
"Tuyệt quá
Tìm mãi mới ra cục sạc cho cái máy cùi bắp của mình
Xém tý nữa thì phải vứt máy đi vì không có cục sạc rồi ",5/5
Sạc nhanh vào điện rất tiện lợi khi cầm theo. Thiết kế đẹp. Được đón tiếp nhiệt tình dù là mua sảm phẩm có giá thành không cao,5/5
"Chất lượng sản phẩm dùng tốt, ít lỗi, phù hợp với dòng điện thoại cũ. Tôi rất hài lòng với sản phẩm này",5/5
thật sự tầm giá này sẽ có nhiều người phân vân 11 và xs. mua xs xài lâu dài sẽ ngon hơn. đã mua và trải nghiệm cả 2 máy,4/5
"Toang.. Kính corning gorilla 3 cho siêu phẩm.. Họ sài 6 xắp lên 7 luôn rồi ..Thua cấu hình Oppo Find X2 , X2 18 củ.. Con này 15 củ là vừa. Thất vọng khá nhiều ",3/5
"Sản phẩm chất lượng tuyệt vời. Cấu hình và thiết kế đẹp. Đợi ngày về hàng nữa, là quất ngay 1 em",5/5
"Sau 1 tháng sd. Tốt : màn hình đẹp, mượt. Âm thanh ok. Camera đẹp. Tệ: máy rất mau nóng, pin tuột nhanh.1",4/5
